CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr7	127898505	127898506	rs3757771	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	SN_PAX7_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	SN_PAX7_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	SN_PAX7_GABA.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	29961103	29961104	rs1498232	Schizophrenia	Glut.hypo.dmr.bed	LINC01756 - LINC01648
chr1	36737165	36737166	rs570399	Neuroticism	Glut.hypo.dmr.bed	FTLP18 - GRIK3
chr1	43563681	43563682	rs11210871	Intelligence	Glut.hypo.dmr.bed	PTPRF
chr1	97930324	97930325	rs4378243	Educational attainment (years of education)	Glut.hypo.dmr.bed	DPYD
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	Glut.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	Glut.hypo.dmr.bed	ADAMTS4
chr10	101781258	101781259	rs2735421	Intelligence	Glut.hypo.dmr.bed	FGF8 - NPM3
chr11	61752513	61752514	rs2956395	Bipolar disorder	Glut.hypo.dmr.bed	MYRF-AS1
chr11	66557111	66557112	rs678397	Bipolar disorder	Glut.hypo.dmr.bed	ACTN3
chr11	70671821	70671822	rs12575685	Bipolar disorder	Glut.hypo.dmr.bed	SHANK2
chr11	70671821	70671822	rs12575685	Bipolar disorder	Glut.hypo.dmr.bed	SHANK2
chr12	2239677	2239678	rs11062170	Bipolar disorder	Glut.hypo.dmr.bed	CACNA1C
chr12	49080448	49080449	rs7959831	Intelligence	Glut.hypo.dmr.bed	RHEBL1 - DHH
chr12	91760492	91760493	rs1389473	Educational attainment (years of education)	Glut.hypo.dmr.bed	LINC02823 - LINC02404
chr13	98453637	98453638	rs9517313	Neuroticism	Glut.hypo.dmr.bed	STK24, FARP1
chr14	21205209	21205210	rs72673100	Bipolar disorder	Glut.hypo.dmr.bed	LINC00641
chr14	54882150	54882151	rs11158026	Parkinson's disease or first degree relation to individual with Parkinson's disease	Glut.hypo.dmr.bed	GCH1
chr15	77707093	77707094	rs11072662	Neuroticism	Glut.hypo.dmr.bed	LINGO1
chr15	77714870	77714871	rs4076457	Educational attainment (years of education)	Glut.hypo.dmr.bed	LINGO1
chr16	28322089	28322090	rs2650492	Intelligence	Glut.hypo.dmr.bed	SBK1
chr16	28322089	28322090	rs2650492	Intelligence	Glut.hypo.dmr.bed	SBK1
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	Glut.hypo.dmr.bed	ATXN2L
chr16	30010080	30010081	rs1140239	Alzheimer's disease	Glut.hypo.dmr.bed	DOC2A
chr16	50702744	50702745	rs6500328	Parkinson's disease or first degree relation to individual with Parkinson's disease	Glut.hypo.dmr.bed	NOD2
chr17	1932187	1932188	rs4790841	Bipolar disorder	Glut.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	52508537	52508538	rs16951547	Intelligence	Glut.hypo.dmr.bed	LINC01982
chr17	55290102	55290103	rs884301	Bipolar disorder	Glut.hypo.dmr.bed	HLF
chr19	44820880	44820881	rs28399637	Alzheimer's disease or family history of Alzheimer's disease	Glut.hypo.dmr.bed	BCAM
chr19	44910318	44910319	rs75627662	Family history of Alzheimer's disease	Glut.hypo.dmr.bed	APOE - APOC1
chr19	49950059	49950060	rs9304690	Alzheimer's disease	Glut.hypo.dmr.bed	SIGLEC11
chr2	17966581	17966582	rs76116224	Parkinson's disease or first degree relation to individual with Parkinson's disease	Glut.hypo.dmr.bed	KCNS3
chr2	57748578	57748579	rs57681866	Bipolar disorder	Glut.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	60483435	60483436	rs13019832	Intelligence	Glut.hypo.dmr.bed	BCL11A
chr2	65381228	65381229	rs268134	Educational attainment (years of education)	Glut.hypo.dmr.bed	SPRED2
chr2	65532536	65532537	rs3911862	Bipolar disorder	Glut.hypo.dmr.bed	LINC02934
chr2	161999637	161999638	rs2268894	Intelligence	Glut.hypo.dmr.bed	DPP4
chr2	165295878	165295879	rs17183814	Bipolar disorder	Glut.hypo.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	Glut.hypo.dmr.bed	SCN2A
chr2	199299528	199299529	rs6704641	Schizophrenia	Glut.hypo.dmr.bed	SATB2
chr20	48794918	48794919	rs2208590	Intelligence	Glut.hypo.dmr.bed	PREX1
chr20	48927066	48927067	rs6019537	Intelligence	Glut.hypo.dmr.bed	ARFGEF2
chr20	51003733	51003734	rs1850	Bipolar disorder	Glut.hypo.dmr.bed	KCNG1
chr22	39478308	39478309	rs2899319	Intelligence	Glut.hypo.dmr.bed	MGAT3
chr22	41884356	41884357	rs2267442	Intelligence	Glut.hypo.dmr.bed	SREBF2
chr3	24117895	24117896	rs1349265	Intelligence	Glut.hypo.dmr.bed	THRB
chr3	36814538	36814539	rs9834970	Bipolar disorder	Glut.hypo.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	Glut.hypo.dmr.bed	HSPD1P6 - LINC02033
chr3	42473629	42473630	rs11709009	Bipolar disorder	Glut.hypo.dmr.bed	RPL35AP8 - VIPR1
chr4	102217463	102217464	rs151412	Intelligence	Glut.hypo.dmr.bed	BANK1 - SLC39A8
chr4	151671780	151671781	rs6535809	Intelligence	Glut.hypo.dmr.bed	GATB
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Glut.hypo.dmr.bed	GPM6A
chr5	7519184	7519185	rs17826816	Intelligence	Glut.hypo.dmr.bed	ADCY2
chr5	88749211	88749212	rs10514303	Intelligence	Glut.hypo.dmr.bed	MEF2C, MEF2C-AS2
chr5	90057392	90057393	rs166820	Intelligence	Glut.hypo.dmr.bed	MIR3660 - LINC01339
chr5	111669293	111669294	rs255892	Intelligence	Glut.hypo.dmr.bed	NREP, STARD4-AS1
chr6	41036353	41036354	rs10947943	Alzheimer's disease	Glut.hypo.dmr.bed	OARD1, UNC5CL
chr6	108622961	108622962	rs3813498	Intelligence	Glut.hypo.dmr.bed	FOXO3
chr6	108622961	108622962	rs3813498	Intelligence	Glut.hypo.dmr.bed	FOXO3
chr6	117483633	117483634	rs62433108	Bipolar disorder	Glut.hypo.dmr.bed	DCBLD1
chr8	10368844	10368845	rs3088186	Bipolar disorder	Glut.hypo.dmr.bed	MSRA
chr8	27337603	27337604	rs28834970	Alzheimer's disease or family history of Alzheimer's disease	Glut.hypo.dmr.bed	PTK2B
chr8	27337603	27337604	rs28834970	Alzheimer's disease (late onset)	Glut.hypo.dmr.bed	PTK2B
chr8	27337603	27337604	rs28834970	Family history of Alzheimer's disease	Glut.hypo.dmr.bed	PTK2B
chr8	144461121	144461122	rs11774212	Educational attainment (years of education)	Glut.hypo.dmr.bed	TMEM276-ZFTRAF1, ZFTRAF1
chr9	85391422	85391423	rs17425572	Educational attainment (years of education)	Glut.hypo.dmr.bed	UBE2V1P10 - STK33P1
chr9	131835213	131835214	rs2987390	Intelligence	Glut.hypo.dmr.bed	EIF4A1P3 - MED27
chr1	36777141	36777142	rs490647	Neuroticism	CN_VIP_GABA.hypo.dmr.bed	FTLP18 - GRIK3
chr1	41364413	41364414	rs56044892	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.bed	FOXO6
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.bed	ADAMTS4
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.bed	ITGA8
chr10	104708094	104708095	rs3896224	Intelligence	CN_VIP_GABA.hypo.dmr.bed	SORCS3
chr11	61851135	61851136	rs174592	Bipolar disorder	CN_VIP_GABA.hypo.dmr.bed	FADS2
chr12	2239677	2239678	rs11062170	Bipolar disorder	CN_VIP_GABA.hypo.dmr.bed	CACNA1C
chr13	98453637	98453638	rs9517313	Neuroticism	CN_VIP_GABA.hypo.dmr.bed	STK24, FARP1
chr14	32809803	32809804	rs12885221	Intelligence	CN_VIP_GABA.hypo.dmr.bed	AKAP6
chr14	69250239	69250240	rs17106817	Intelligence	CN_VIP_GABA.hypo.dmr.bed	EXD2 - GALNT16
chr15	77707093	77707094	rs11072662	Neuroticism	CN_VIP_GABA.hypo.dmr.bed	LINGO1
chr16	9832490	9832491	rs7199910	Bipolar disorder	CN_VIP_GABA.hypo.dmr.bed	GRIN2A
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.bed	ATXN2L
chr17	1932187	1932188	rs4790841	Bipolar disorder	CN_VIP_GABA.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	28392768	28392769	rs35714695	Amyotrophic lateral sclerosis	CN_VIP_GABA.hypo.dmr.bed	SARM1
chr17	52508537	52508538	rs16951547	Intelligence	CN_VIP_GABA.hypo.dmr.bed	LINC01982
chr2	57748578	57748579	rs57681866	Bipolar disorder	CN_VIP_GABA.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	65381228	65381229	rs268134	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.bed	SPRED2
chr2	105749598	105749599	rs143080277	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.bed	NCK2
chr22	39478308	39478309	rs2899319	Intelligence	CN_VIP_GABA.hypo.dmr.bed	MGAT3
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	CN_VIP_GABA.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.bed	CLU
chr9	104903696	104903697	rs1800978	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.bed	ABCA1
chr11	57680559	57680560	rs10896636	Neuroticism	CN_GABA-Glut.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_GABA-Glut.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_GABA-Glut.hyper.dmr.bed	NRGN
chr3	54200694	54200695	rs4485754	Intelligence	CN_GABA-Glut.hyper.dmr.bed	CACNA2D3
chr6	75826615	75826616	rs1280049	Intelligence	CN_GABA-Glut.hyper.dmr.bed	MYO6
chr6	108622961	108622962	rs3813498	Intelligence	CN_GABA-Glut.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	CN_GABA-Glut.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	CN_GABA-Glut.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	127898505	127898506	rs3757771	Intelligence	CN_GABA-Glut.hyper.dmr.bed	SND1
chr9	131835213	131835214	rs2987390	Intelligence	CN_GABA-Glut.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	43548608	43548609	rs2842188	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	PTPRF
chr10	18462173	18462174	rs1998820	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	CACNB2
chr11	57680559	57680560	rs10896636	Neuroticism	STR_RSPO2_GABA.hyper.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	MYRF-AS1
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	STR_RSPO2_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	STR_RSPO2_GABA.hyper.dmr.bed	NRGN
chr14	43505793	43505794	rs62002181	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr15	40430581	40430582	rs11634187	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	IVD
chr19	58578895	58578896	rs73068339	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	LINC02934
chr2	165295878	165295879	rs17183814	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	SCN2A
chr22	41974986	41974987	rs5751191	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	SEPTIN3
chr3	36814538	36814539	rs9834970	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	STR_RSPO2_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	48694053	48694054	rs3172494	Educational attainment (years of education)	STR_RSPO2_GABA.hyper.dmr.bed	IP6K2
chr3	54200694	54200695	rs4485754	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	CACNA2D3
chr4	67104382	67104383	rs6819372	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	RNU6-699P - RNU1-63P
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_RSPO2_GABA.hyper.dmr.bed	CAMK2D
chr6	20893015	20893016	rs6456379	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr7	32453556	32453557	rs1580019	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	86665635	86665636	rs802425	Neuroticism	STR_RSPO2_GABA.hyper.dmr.bed	GRM3
chr7	127898505	127898506	rs3757771	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	STR_RSPO2_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	STR_RSPO2_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	STR_RSPO2_GABA.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	STR_RSPO2_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	2455661	2455662	rs4648845	Schizophrenia	Astrocyte.hyper.dmr.bed	PLCH2
chr1	72122435	72122436	rs12128707	Intelligence	Astrocyte.hyper.dmr.bed	NEGR1
chr1	73150208	73150209	rs12142680	Educational attainment (years of education)	Astrocyte.hyper.dmr.bed	KRT8P21 - RN7SKP19
chr11	86139200	86139201	rs3844143	Family history of Alzheimer's disease	Astrocyte.hyper.dmr.bed	PICALM - RNU6-560P
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	Astrocyte.hyper.dmr.bed	LINC02550
chr11	112981238	112981239	rs2298527	Neuroticism	Astrocyte.hyper.dmr.bed	NCAM1
chr12	109549112	109549113	rs888194	Neuroticism	Astrocyte.hyper.dmr.bed	UBE3B - MMAB
chr14	54882150	54882151	rs11158026	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hyper.dmr.bed	GCH1
chr15	77707093	77707094	rs11072662	Neuroticism	Astrocyte.hyper.dmr.bed	LINGO1
chr18	37579160	37579161	rs9964724	Educational attainment (years of education)	Astrocyte.hyper.dmr.bed	CELF4 - MIR4318
chr19	16583798	16583799	rs12462428	Educational attainment (years of education)	Astrocyte.hyper.dmr.bed	MED26
chr2	57990208	57990209	rs77622099	Neuroticism	Astrocyte.hyper.dmr.bed	VRK2
chr2	73338164	73338165	rs11898362	Intelligence	Astrocyte.hyper.dmr.bed	RNU6-111P - RPSAP28
chr2	134707045	134707046	rs57891859	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hyper.dmr.bed	TMEM163
chr2	134707045	134707046	rs57891859	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hyper.dmr.bed	TMEM163
chr20	48927066	48927067	rs6019537	Intelligence	Astrocyte.hyper.dmr.bed	ARFGEF2
chr22	39444822	39444823	rs5750830	Intelligence	Astrocyte.hyper.dmr.bed	TAB1 - MGAT3
chr3	36876909	36876910	rs73068042	Bipolar disorder	Astrocyte.hyper.dmr.bed	TRANK1
chr3	39492989	39492990	rs616147	Amyotrophic lateral sclerosis	Astrocyte.hyper.dmr.bed	MOBP
chr3	85278367	85278368	rs73845427	Intelligence	Astrocyte.hyper.dmr.bed	CADM2
chr3	127425041	127425042	rs9755467	Educational attainment (years of education)	Astrocyte.hyper.dmr.bed	LINC02016 - LINC01471
chr3	137479350	137479351	rs13324482	Intelligence	Astrocyte.hyper.dmr.bed	IL20RB - RNA5SP142
chr3	155069721	155069722	rs16824536	Alzheimer's disease	Astrocyte.hyper.dmr.bed	MME
chr4	105185195	105185196	rs10010325	Intelligence	Astrocyte.hyper.dmr.bed	TET2-AS1, TET2
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hyper.dmr.bed	CAMK2D
chr4	146848059	146848060	rs6840804	Intelligence	Astrocyte.hyper.dmr.bed	TTC29
chr5	109700364	109700365	rs4388249	Schizophrenia	Astrocyte.hyper.dmr.bed	MAN2A1
chr5	111669293	111669294	rs255892	Intelligence	Astrocyte.hyper.dmr.bed	NREP, STARD4-AS1
chr5	169812703	169812704	rs6860963	Intelligence	Astrocyte.hyper.dmr.bed	DOCK2
chr6	98136856	98136857	rs9320913	Intelligence	Astrocyte.hyper.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	Astrocyte.hyper.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	Astrocyte.hyper.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	114291730	114291731	rs785129	Alzheimer's disease	Astrocyte.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr7	24135245	24135246	rs10950995	Intelligence	Astrocyte.hyper.dmr.bed	RNA5SP228 - NPY
chr9	93574507	93574508	rs10429558	Neuroticism	Astrocyte.hyper.dmr.bed	FAM120A - PHF2
chr9	126444552	126444553	rs10122788	Bipolar disorder	Astrocyte.hyper.dmr.bed	MVB12B
chr1	72480078	72480079	rs61491549	Intelligence	Endo.hypo.dmr.bed	LINC02796
chr1	73150208	73150209	rs12142680	Educational attainment (years of education)	Endo.hypo.dmr.bed	KRT8P21 - RN7SKP19
chr1	207803737	207803738	rs7523273	Schizophrenia	Endo.hypo.dmr.bed	MIR29B2CHG
chr10	18456175	18456176	rs7893279	Schizophrenia	Endo.hypo.dmr.bed	CACNB2
chr11	112981238	112981239	rs2298527	Neuroticism	Endo.hypo.dmr.bed	NCAM1
chr12	14442821	14442822	rs7964899	Educational attainment (years of education)	Endo.hypo.dmr.bed	ATF7IP
chr15	77707093	77707094	rs11072662	Neuroticism	Endo.hypo.dmr.bed	LINGO1
chr15	77714870	77714871	rs4076457	Educational attainment (years of education)	Endo.hypo.dmr.bed	LINGO1
chr16	13656001	13656002	rs7405404	Autism and schizophrenia (MTAG)	Endo.hypo.dmr.bed	TMF1P1 - ERCC4
chr16	13656001	13656002	rs7405404	Schizophrenia	Endo.hypo.dmr.bed	TMF1P1 - ERCC4
chr16	28322089	28322090	rs2650492	Intelligence	Endo.hypo.dmr.bed	SBK1
chr16	52602329	52602330	rs3104783	Parkinson's disease or first degree relation to individual with Parkinson's disease	Endo.hypo.dmr.bed	CASC16
chr19	19367212	19367213	rs2905426	Schizophrenia	Endo.hypo.dmr.bed	MAU2 - GATAD2A
chr19	44717620	44717621	rs11881756	Alzheimer's disease or family history of Alzheimer's disease	Endo.hypo.dmr.bed	CEACAM16-AS1
chr19	44874584	44874585	rs41290108	Alzheimer's disease or family history of Alzheimer's disease	Endo.hypo.dmr.bed	NECTIN2
chr19	45077113	45077114	rs60239918	Alzheimer's disease or family history of Alzheimer's disease	Endo.hypo.dmr.bed	GEMIN7-AS1
chr2	60483435	60483436	rs13019832	Intelligence	Endo.hypo.dmr.bed	BCL11A
chr2	71455659	71455660	rs12479238	Intelligence	Endo.hypo.dmr.bed	DYSF
chr2	134707045	134707046	rs57891859	Parkinson's disease or first degree relation to individual with Parkinson's disease	Endo.hypo.dmr.bed	TMEM163
chr2	143394969	143394970	rs17824247	Educational attainment (years of education)	Endo.hypo.dmr.bed	ARHGAP15
chr20	48927066	48927067	rs6019537	Intelligence	Endo.hypo.dmr.bed	ARFGEF2
chr22	39580180	39580181	rs5750853	Intelligence	Endo.hypo.dmr.bed	CACNA1I
chr22	42335533	42335534	rs4822112	Intelligence	Endo.hypo.dmr.bed	TCF20
chr3	42473629	42473630	rs11709009	Bipolar disorder	Endo.hypo.dmr.bed	RPL35AP8 - VIPR1
chr3	49277526	49277527	rs56306491	Intelligence	Endo.hypo.dmr.bed	USP4
chr3	49277526	49277527	rs56306491	Intelligence	Endo.hypo.dmr.bed	USP4
chr3	85278367	85278368	rs73845427	Intelligence	Endo.hypo.dmr.bed	CADM2
chr3	137479350	137479351	rs13324482	Intelligence	Endo.hypo.dmr.bed	IL20RB - RNA5SP142
chr3	155069721	155069722	rs16824536	Alzheimer's disease	Endo.hypo.dmr.bed	MME
chr4	89744889	89744890	rs356203	Parkinson's disease or first degree relation to individual with Parkinson's disease	Endo.hypo.dmr.bed	SNCA
chr4	105185195	105185196	rs10010325	Intelligence	Endo.hypo.dmr.bed	TET2-AS1, TET2
chr4	146848059	146848060	rs6840804	Intelligence	Endo.hypo.dmr.bed	TTC29
chr5	7519184	7519185	rs17826816	Intelligence	Endo.hypo.dmr.bed	ADCY2
chr5	60815751	60815752	rs61160187	Educational attainment (years of education)	Endo.hypo.dmr.bed	ELOVL7
chr6	97890026	97890027	rs6928545	Intelligence	Endo.hypo.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	Endo.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	Endo.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	112269479	112269480	rs17680579	Bipolar disorder	Endo.hypo.dmr.bed	LAMA4-AS1
chr6	132889221	132889222	rs75859381	Parkinson's disease or first degree relation to individual with Parkinson's disease	Endo.hypo.dmr.bed	HMGB1P13 - LINC00326
chr7	24135245	24135246	rs10950995	Intelligence	Endo.hypo.dmr.bed	RNA5SP228 - NPY
chr7	72342200	72342201	rs55841409	Intelligence	Endo.hypo.dmr.bed	CALN1
chr7	128048097	128048098	rs4731392	Intelligence	Endo.hypo.dmr.bed	SND1
chr7	133370848	133370849	rs6973256	Intelligence	Endo.hypo.dmr.bed	EXOC4
chr8	9522621	9522622	rs7830939	Neuroticism	Endo.hypo.dmr.bed	PPP1R3B-DT - TNKS
chr8	142019598	142019599	rs7015050	Intelligence	Endo.hypo.dmr.bed	DNAJC8P3 - MIR4472-1
chr1	29961103	29961104	rs1498232	Schizophrenia	OPC.hyper.dmr.bed	LINC01756 - LINC01648
chr11	86139200	86139201	rs3844143	Family history of Alzheimer's disease	OPC.hyper.dmr.bed	PICALM - RNU6-560P
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	OPC.hyper.dmr.bed	LINC02550
chr11	121482367	121482368	rs74685827	Alzheimer's disease	OPC.hyper.dmr.bed	SORL1
chr16	51149816	51149817	rs11643654	Educational attainment (years of education)	OPC.hyper.dmr.bed	SALL1
chr2	134707045	134707046	rs57891859	Parkinson's disease or first degree relation to individual with Parkinson's disease	OPC.hyper.dmr.bed	TMEM163
chr3	36876909	36876910	rs73068042	Bipolar disorder	OPC.hyper.dmr.bed	TRANK1
chr3	39492989	39492990	rs616147	Amyotrophic lateral sclerosis	OPC.hyper.dmr.bed	MOBP
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	OPC.hyper.dmr.bed	CAMK2D
chr5	111669293	111669294	rs255892	Intelligence	OPC.hyper.dmr.bed	NREP, STARD4-AS1
chr6	114291730	114291731	rs785129	Alzheimer's disease	OPC.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr8	142231571	142231572	rs4129585	Schizophrenia	OPC.hyper.dmr.bed	TSNARE1
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	Pericyte.hyper.dmr.bed	ITGA8
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	Pericyte.hyper.dmr.bed	LRRTM3, CTNNA3
chr11	61851135	61851136	rs174592	Bipolar disorder	Pericyte.hyper.dmr.bed	FADS2
chr11	111079661	111079662	rs111321694	Educational attainment (years of education)	Pericyte.hyper.dmr.bed	LINC02550
chr12	122842050	122842051	rs10847864	Parkinson's disease or first degree relation to individual with Parkinson's disease	Pericyte.hyper.dmr.bed	HIP1R
chr13	105991972	105991973	rs2248179	Intelligence	Pericyte.hyper.dmr.bed	LINC00343 - RNA5SP38
chr16	51149816	51149817	rs11643654	Educational attainment (years of education)	Pericyte.hyper.dmr.bed	SALL1
chr16	51543284	51543285	rs2647995	Intelligence	Pericyte.hyper.dmr.bed	UNGP1 - HNRNPA1L3
chr17	55290102	55290103	rs884301	Bipolar disorder	Pericyte.hyper.dmr.bed	HLF
chr19	13060609	13060610	rs1382358	Educational attainment (years of education)	Pericyte.hyper.dmr.bed	NFIX
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	Pericyte.hyper.dmr.bed	CEACAM16-AS1, IGSF23
chr19	45049328	45049329	rs147188206	Alzheimer's disease or family history of Alzheimer's disease	Pericyte.hyper.dmr.bed	CLASRP
chr2	57760457	57760458	rs11682175	Schizophrenia	Pericyte.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	Pericyte.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr20	48794918	48794919	rs2208590	Intelligence	Pericyte.hyper.dmr.bed	PREX1
chr21	26775871	26775872	rs2830489	Alzheimer's disease	Pericyte.hyper.dmr.bed	CYYR1 - ADAMTS1
chr22	39444822	39444823	rs5750830	Intelligence	Pericyte.hyper.dmr.bed	TAB1 - MGAT3
chr4	40197225	40197226	rs2245466	Alzheimer's disease	Pericyte.hyper.dmr.bed	RHOH
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Pericyte.hyper.dmr.bed	GPM6A
chr5	111669293	111669294	rs255892	Intelligence	Pericyte.hyper.dmr.bed	NREP, STARD4-AS1
chr6	111858434	111858435	rs17073012	Bipolar disorder	Pericyte.hyper.dmr.bed	FYN
chr6	114291730	114291731	rs785129	Alzheimer's disease	Pericyte.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr7	127955023	127955024	rs12536253	Intelligence	Pericyte.hyper.dmr.bed	SND1
chr13	98453637	98453638	rs9517313	Neuroticism	SMC.hypo.dmr.bed	STK24, FARP1
chr17	18156139	18156140	rs2242595	Alzheimer's disease	SMC.hypo.dmr.bed	MYO15A
chr19	44878776	44878777	rs6859	Alzheimer's disease or family history of Alzheimer's disease	SMC.hypo.dmr.bed	NECTIN2
chr3	108384585	108384586	rs3860537	Intelligence	SMC.hypo.dmr.bed	MYH15
